municipality,year,num_households,median_income
Maasgouw,2015,10.3,26.1
Maasgouw,2016,10.3,26.9
Maasgouw,2017,10.4,27.6
Maasgouw,2018,10.4,27.9
Maasgouw,2019,10.5,29.2
Maasgouw,2020,10.6,30.3
Maasgouw,2021,10.7,31.6
Maassluis,2012,14.1,23.6
Maassluis,2013,14.2,23.6
Maassluis,2014,14.3,24.4
Maassluis,2015,14.4,24.8
Maassluis,2016,14.5,25.5
Maassluis,2017,14.6,26.1
Maassluis,2018,14.6,26.6
Maassluis,2019,14.7,27.8
Maassluis,2020,14.9,28.9
Maassluis,2021,15.0,30.1
Maastricht,2012,60.4,19.7
Maastricht,2013,60.6,19.6
Maastricht,2014,60.4,20.1
Maastricht,2015,60.7,20.3
Maastricht,2016,60.6,21.0
Maastricht,2017,60.8,21.5
Maastricht,2018,61.2,21.8
Maastricht,2019,61.1,22.9
Maastricht,2020,61.1,23.7
Maastricht,2021,61.6,24.7
Medemblik,2012,17.5,24.1
Medemblik,2013,17.6,24.2
Medemblik,2014,17.8,25.0
Medemblik,2015,18.0,25.4
Medemblik,2016,18.1,26.5
Medemblik,2017,18.3,27.0
Medemblik,2018,18.6,27.4
Medemblik,2019,18.8,28.8
Medemblik,2020,18.9,30.0
Medemblik,2021,19.1,31.2
Meerssen,2012,8.3,25.3
Meerssen,2013,8.3,25.7
Meerssen,2014,8.4,26.4
Meerssen,2015,8.4,26.7
Meerssen,2016,8.4,27.5
Meerssen,2017,8.4,28.3
Meerssen,2018,8.4,28.5
Meerssen,2019,8.5,29.7
Meerssen,2020,8.5,31.0
Meerssen,2021,8.4,32.5
Meppel,2012,14.2,22.8
Meppel,2013,14.4,23.0
Meppel,2014,14.3,23.7
Meppel,2015,14.4,24.1
Meppel,2016,14.5,25.1
Meppel,2017,14.7,25.6
Meppel,2018,15.0,25.9
Meppel,2019,15.1,27.1
Meppel,2020,15.3,28.3
Meppel,2021,15.6,29.5
Middelburg,2012,21.8,23.0
Middelburg,2013,21.9,23.2
Middelburg,2014,22.1,23.8
Middelburg,2015,22.1,24.3
Middelburg,2016,22.2,25.1
Middelburg,2017,22.3,25.6
Middelburg,2018,22.5,26.1
Middelburg,2019,22.7,27.3
Middelburg,2020,22.8,28.4
Middelburg,2021,22.9,29.5
Midden-Delfland,2012,7.1,27.7
Midden-Delfland,2013,7.2,28.2
Midden-Delfland,2014,7.3,29.3
Midden-Delfland,2015,7.4,29.9
Midden-Delfland,2016,7.5,31.0
Midden-Delfland,2017,7.6,31.9
Midden-Delfland,2018,7.7,32.2
Midden-Delfland,2019,7.8,33.7
Midden-Delfland,2020,7.8,34.7
Midden-Delfland,2021,7.9,36.1
Midden-Drenthe,2012,14.0,23.7
Midden-Drenthe,2013,14.0,24.0
Midden-Drenthe,2014,14.0,24.8
Midden-Drenthe,2015,14.1,25.2
Midden-Drenthe,2016,14.1,26.1
Midden-Drenthe,2017,14.2,26.8
Midden-Drenthe,2018,14.3,27.1
Midden-Drenthe,2019,14.3,28.4
Midden-Drenthe,2020,14.4,29.5
Midden-Drenthe,2021,14.6,31.0
Moerdijk,2012,15.3,24.6
Moerdijk,2013,15.5,24.7
Moerdijk,2014,15.5,25.5
Moerdijk,2015,15.7,25.9
Moerdijk,2016,15.7,26.8
Moerdijk,2017,15.9,27.3
Moerdijk,2018,16.0,27.9
Moerdijk,2019,16.1,29.2
Moerdijk,2020,16.3,30.1
Moerdijk,2021,16.4,31.6
Montferland,2012,14.5,23.0
Montferland,2013,14.6,23.1
Montferland,2014,14.7,23.7
Montferland,2015,14.8,24.1
Montferland,2016,15.0,25.0
Montferland,2017,15.1,25.7
Montferland,2018,15.3,26.2
Montferland,2019,15.5,27.5
Montferland,2020,15.6,28.7
Montferland,2021,15.7,29.9
Montfoort,2012,5.3,26.9
Montfoort,2013,5.3,27.2
Montfoort,2014,5.4,28.0
Montfoort,2015,5.4,28.4
Montfoort,2016,5.5,29.3
Montfoort,2017,5.5,30.0
Montfoort,2018,5.6,30.3
Montfoort,2019,5.6,32.1
Montfoort,2020,5.6,33.3
Montfoort,2021,5.7,34.7
Mook en Middelaar,2012,3.4,27.0
Mook en Middelaar,2013,3.4,27.4
Mook en Middelaar,2014,3.4,28.4
Mook en Middelaar,2015,3.4,28.7
Mook en Middelaar,2016,3.4,29.6
Mook en Middelaar,2017,3.5,30.0
Mook en Middelaar,2018,3.5,30.3
Mook en Middelaar,2019,3.5,31.8
Mook en Middelaar,2020,3.5,32.9
Mook en Middelaar,2021,3.6,34.4
Neder-Betuwe,2012,8.0,23.1
Neder-Betuwe,2013,8.0,23.1
Neder-Betuwe,2014,8.1,23.9
Neder-Betuwe,2015,8.2,24.3
Neder-Betuwe,2016,8.4,25.2
Neder-Betuwe,2017,8.5,25.8
Neder-Betuwe,2018,8.7,26.4
Neder-Betuwe,2019,8.9,27.6
Neder-Betuwe,2020,9.1,28.7
Neder-Betuwe,2021,9.2,30.1
Nederweert,2012,6.8,24.0
Nederweert,2013,6.9,24.2
Nederweert,2014,6.9,24.9
Nederweert,2015,7.0,25.3
Nederweert,2016,7.0,26.4
Nederweert,2017,7.1,27.2
Nederweert,2018,7.2,27.5
Nederweert,2019,7.2,29.0
Nederweert,2020,7.3,30.1
Nederweert,2021,7.4,31.4
Nieuwegein,2012,26.9,24.5
Nieuwegein,2013,27.2,24.7
Nieuwegein,2014,27.4,25.4
Nieuwegein,2015,27.6,25.7
Nieuwegein,2016,27.9,26.6
Nieuwegein,2017,28.1,27.1
Nieuwegein,2018,28.5,27.5
Nieuwegein,2019,28.8,29.0
Nieuwegein,2020,29.1,29.9
Nieuwegein,2021,29.4,31.1
Nieuwkoop,2012,10.9,25.7
Nieuwkoop,2013,11.1,26.0
Nieuwkoop,2014,10.7,27.2
Nieuwkoop,2015,10.8,27.7
Nieuwkoop,2016,11.0,28.7
Nieuwkoop,2017,11.2,29.6
Nieuwkoop,2018,11.5,30.0
Nieuwkoop,2019,11.6,31.2
Nieuwkoop,2020,11.8,32.3
Nieuwkoop,2021,12.0,33.6
Nijkerk,2012,15.7,25.0
Nijkerk,2013,15.9,25.1
Nijkerk,2014,16.2,25.7
Nijkerk,2015,16.4,26.1
Nijkerk,2016,16.5,27.0
Nijkerk,2017,16.7,27.8
Nijkerk,2018,16.9,28.4
Nijkerk,2019,17.3,29.8
Nijkerk,2020,17.4,31.2
Nijkerk,2021,17.6,32.6
Nijmegen,2012,86.3,19.5
Nijmegen,2013,87.6,19.4
Nijmegen,2014,88.7,19.8
Nijmegen,2015,90.4,20.0
Nijmegen,2016,91.3,20.7
Nijmegen,2017,92.2,21.3
Nijmegen,2018,93.3,21.9
Nijmegen,2019,93.7,23.1
Nijmegen,2020,94.0,24.4
Nijmegen,2021,93.9,25.7
Noord-Beveland,2012,3.5,23.7
Noord-Beveland,2013,3.5,23.8
Noord-Beveland,2014,3.5,24.6
Noord-Beveland,2015,3.5,24.9
Noord-Beveland,2016,3.5,25.9
Noord-Beveland,2017,3.5,26.5
Noord-Beveland,2018,3.5,26.7
Noord-Beveland,2019,3.5,28.2
Noord-Beveland,2020,3.6,29.4
Noord-Beveland,2021,3.7,30.7
Noordenveld,2012,13.3,24.2
Noordenveld,2013,13.4,24.2
Noordenveld,2014,13.5,25.0
Noordenveld,2015,13.6,25.5
Noordenveld,2016,13.6,26.4
Noordenveld,2017,13.8,27.0
Noordenveld,2018,13.8,27.4
Noordenveld,2019,13.8,28.7
Noordenveld,2020,13.9,29.9
Noordenveld,2021,13.9,31.1
Noordoostpolder,2012,18.6,22.6
Noordoostpolder,2013,18.7,22.9
Noordoostpolder,2014,18.6,23.7
Noordoostpolder,2015,18.7,24.0
Noordoostpolder,2016,18.7,25.1
Noordoostpolder,2017,18.8,25.7
Noordoostpolder,2018,19.0,26.2
Noordoostpolder,2019,19.2,27.4
Noordoostpolder,2020,19.4,28.6
Noordoostpolder,2021,19.5,29.9
Noordwijk,2012,17.7,25.2
Noordwijk,2013,18.0,25.4
Noordwijk,2014,18.1,26.2
Noordwijk,2015,18.2,26.6
Noordwijk,2016,18.4,27.7
Noordwijk,2017,18.7,28.2
Noordwijk,2018,19.0,28.5
Noordwijk,2019,19.2,29.8
Noordwijk,2020,19.5,30.9
Noordwijk,2021,19.7,32.6
"Nuenen, Gerwen en Nederwetten",2012,9.6,27.7
"Nuenen, Gerwen en Nederwetten",2013,9.7,27.8
"Nuenen, Gerwen en Nederwetten",2014,9.8,28.7
"Nuenen, Gerwen en Nederwetten",2015,9.8,29.2
"Nuenen, Gerwen en Nederwetten",2016,9.9,30.3
"Nuenen, Gerwen en Nederwetten",2017,9.9,31.1
"Nuenen, Gerwen en Nederwetten",2018,10.0,31.3
"Nuenen, Gerwen en Nederwetten",2019,10.1,32.8
"Nuenen, Gerwen en Nederwetten",2020,10.1,33.9
"Nuenen, Gerwen en Nederwetten",2021,10.3,35.5
Nunspeet,2012,10.0,23.9
Nunspeet,2013,10.2,24.1
Nunspeet,2014,10.3,24.7
Nunspeet,2015,10.3,25.1
Nunspeet,2016,10.4,26.1
Nunspeet,2017,10.5,26.7
Nunspeet,2018,10.6,27.0
Nunspeet,2019,10.7,28.3
Nunspeet,2020,10.9,29.4
Nunspeet,2021,11.0,30.5
Oegstgeest,2012,9.8,29.7
Oegstgeest,2013,10.0,29.7
Oegstgeest,2014,9.9,31.2
Oegstgeest,2015,10.0,31.7
Oegstgeest,2016,10.0,32.9
Oegstgeest,2017,10.2,33.3
Oegstgeest,2018,10.3,33.6
Oegstgeest,2019,10.6,35.3
Oegstgeest,2020,10.6,36.6
Oegstgeest,2021,10.8,38.5
Oirschot,2012,7.0,25.9
Oirschot,2013,7.1,26.0
Oirschot,2014,7.1,27.0
Oirschot,2015,7.3,27.2
Oirschot,2016,7.4,28.4
Oirschot,2017,7.5,29.1
Oirschot,2018,7.5,29.6
Oirschot,2019,7.6,31.1
Oirschot,2020,7.7,32.6
Oirschot,2021,7.8,33.8
Oisterwijk,2012,12.9,25.6
Oisterwijk,2013,13.2,25.9
Oisterwijk,2014,12.9,27.1
Oisterwijk,2015,13.1,27.4
Oisterwijk,2016,13.0,28.7
Oisterwijk,2017,13.4,29.3
Oisterwijk,2018,13.5,29.8
Oisterwijk,2019,13.6,31.3
Oisterwijk,2020,13.7,32.4
Oisterwijk,2021,14.0,33.9
Oldambt,2012,17.7,20.7
Oldambt,2013,17.8,20.9
Oldambt,2014,17.7,21.5
Oldambt,2015,17.9,21.6
Oldambt,2016,17.8,22.4
Oldambt,2017,17.9,23.0
Oldambt,2018,17.9,23.3
Oldambt,2019,18.0,24.4
Oldambt,2020,18.1,25.4
Oldambt,2021,18.1,26.4
Oldebroek,2012,8.5,22.8
Oldebroek,2013,8.6,23.0
Oldebroek,2014,8.7,23.7
Oldebroek,2015,8.8,24.1
Oldebroek,2016,8.9,25.0
Oldebroek,2017,9.0,25.6
Oldebroek,2018,9.1,26.0
Oldebroek,2019,9.1,27.4
Oldebroek,2020,9.1,28.7
Oldebroek,2021,9.2,30.4
Oldenzaal,2012,13.7,23.1
Oldenzaal,2013,13.7,23.3
Oldenzaal,2014,13.7,24.0
Oldenzaal,2015,13.7,24.4
Oldenzaal,2016,13.8,25.3
Oldenzaal,2017,13.9,25.8
Oldenzaal,2018,13.9,26.2
Oldenzaal,2019,13.9,27.5
Oldenzaal,2020,14.0,28.5
Oldenzaal,2021,14.0,29.7
Olst-Wijhe,2012,7.1,23.8
Olst-Wijhe,2013,7.2,24.0
Olst-Wijhe,2014,7.1,24.9
Olst-Wijhe,2015,7.2,25.4
Olst-Wijhe,2016,7.3,26.6
Olst-Wijhe,2017,7.3,27.2
Olst-Wijhe,2018,7.4,27.6
Olst-Wijhe,2019,7.5,29.0
Olst-Wijhe,2020,7.6,30.3
Olst-Wijhe,2021,7.6,31.7
Ommen,2012,7.0,24.0
Ommen,2013,7.0,23.9
Ommen,2014,7.0,24.8
Ommen,2015,7.1,25.0
Ommen,2016,7.3,25.7
Ommen,2017,7.2,26.6
Ommen,2018,7.2,27.2
Ommen,2019,7.4,28.4
Ommen,2020,7.4,29.6
Ommen,2021,7.6,31.0
Oost Gelre,2012,12.0,24.0
Oost Gelre,2013,12.0,24.3
Oost Gelre,2014,12.1,25.1
Oost Gelre,2015,12.1,25.5
Oost Gelre,2016,12.2,26.6
Oost Gelre,2017,12.3,27.3
Oost Gelre,2018,12.3,27.8
Oost Gelre,2019,12.4,29.2
Oost Gelre,2020,12.4,30.4
Oost Gelre,2021,12.5,31.7
Oosterhout,2012,23.2,24.0
Oosterhout,2013,23.2,24.1
Oosterhout,2014,23.4,24.8
Oosterhout,2015,23.7,25.1
Oosterhout,2016,23.8,26.1
Oosterhout,2017,24.2,26.7
Oosterhout,2018,24.5,27.1
Oosterhout,2019,24.8,28.4
Oosterhout,2020,25.0,29.6
Oosterhout,2021,25.2,30.9
Ooststellingwerf,2012,11.0,22.1
Ooststellingwerf,2013,11.1,22.3
Ooststellingwerf,2014,11.0,22.9
Ooststellingwerf,2015,11.1,23.2
Ooststellingwerf,2016,11.0,24.2
Ooststellingwerf,2017,11.1,24.9
Ooststellingwerf,2018,11.1,25.2
Ooststellingwerf,2019,11.2,26.4
Ooststellingwerf,2020,11.2,27.5
Ooststellingwerf,2021,11.3,28.7
Oostzaan,2012,3.7,26.7
Oostzaan,2013,3.8,26.6
Oostzaan,2014,3.8,27.4
Oostzaan,2015,3.8,27.9
Oostzaan,2016,4.0,29.1
Oostzaan,2017,4.0,29.7
Oostzaan,2018,4.1,30.2
Oostzaan,2019,4.1,31.5
Oostzaan,2020,4.1,32.6
Oostzaan,2021,4.0,33.9
Opmeer,2012,4.5,24.7
Opmeer,2013,4.6,24.8
Opmeer,2014,4.6,25.6
Opmeer,2015,4.6,26.2
Opmeer,2016,4.6,27.2
Opmeer,2017,4.7,27.9
Opmeer,2018,4.7,28.5
Opmeer,2019,4.9,29.6
Opmeer,2020,5.0,30.4
Opmeer,2021,5.1,31.8
Opsterland,2012,12.2,22.8
Opsterland,2013,12.2,23.1
Opsterland,2014,12.3,23.8
Opsterland,2015,12.3,24.2
Opsterland,2016,12.3,25.2
Opsterland,2017,12.4,25.9
Opsterland,2018,12.4,26.4
Opsterland,2019,12.5,27.7
Opsterland,2020,12.5,28.9
Opsterland,2021,12.6,30.2
Oss,2012,37.7,23.5
Oss,2013,37.9,23.8
Oss,2014,38.2,24.4
Oss,2015,38.6,24.7
Oss,2016,38.8,25.7
Oss,2017,39.2,26.3
Oss,2018,39.5,26.7
Oss,2019,39.9,28.0
Oss,2020,40.3,29.1
Oss,2021,40.9,30.2
Oude IJsselstreek,2012,16.5,22.4
Oude IJsselstreek,2013,16.7,22.6
Oude IJsselstreek,2014,16.6,23.3
Oude IJsselstreek,2015,16.7,23.6
Oude IJsselstreek,2016,16.8,24.5
Oude IJsselstreek,2017,16.9,25.2
Oude IJsselstreek,2018,16.9,25.5
Oude IJsselstreek,2019,17.0,26.7
Oude IJsselstreek,2020,17.0,27.8
Oude IJsselstreek,2021,17.1,29.2
Ouder-Amstel,2012,5.7,27.9
Ouder-Amstel,2013,5.8,28.1
Ouder-Amstel,2014,5.8,29.0
Ouder-Amstel,2015,5.8,29.4
Ouder-Amstel,2016,5.9,30.4
Ouder-Amstel,2017,5.9,31.0
Ouder-Amstel,2018,5.9,31.4
Ouder-Amstel,2019,6.2,32.1
Ouder-Amstel,2020,6.3,33.0
Ouder-Amstel,2021,6.3,34.8
Oudewater,2012,3.9,26.4
Oudewater,2013,3.9,26.5
Oudewater,2014,4.0,27.6
Oudewater,2015,4.0,27.8
Oudewater,2016,4.1,28.9
Oudewater,2017,4.2,29.6
Oudewater,2018,4.2,30.0
Oudewater,2019,4.2,31.3
Oudewater,2020,4.2,32.5
Oudewater,2021,4.3,33.8
Overbetuwe,2012,18.3,24.9
Overbetuwe,2013,18.6,25.1
Overbetuwe,2014,18.8,25.8
Overbetuwe,2015,18.9,26.3
Overbetuwe,2016,19.0,27.5
Overbetuwe,2017,19.2,28.2
Overbetuwe,2018,19.3,28.6
Overbetuwe,2019,19.5,30.1
Overbetuwe,2020,19.7,31.3
Overbetuwe,2021,19.9,32.5
Papendrecht,2012,13.7,25.2
Papendrecht,2013,13.8,25.2
Papendrecht,2014,13.8,26.1
Papendrecht,2015,13.9,26.5
Papendrecht,2016,13.9,27.3
Papendrecht,2017,14.0,27.8
Papendrecht,2018,14.0,28.2
Papendrecht,2019,14.1,29.7
Papendrecht,2020,14.0,30.5
Papendrecht,2021,14.1,31.7
Peel en Maas,2012,17.1,24.2
Peel en Maas,2013,17.3,24.4
Peel en Maas,2014,17.4,25.1
Peel en Maas,2015,17.7,25.5
Peel en Maas,2016,17.7,26.7
Peel en Maas,2017,17.9,27.3
Peel en Maas,2018,17.9,27.8
Peel en Maas,2019,18.0,29.0
Peel en Maas,2020,18.2,30.2
Peel en Maas,2021,18.4,31.4
Pekela,2012,5.6,20.1
Pekela,2013,5.6,20.3
Pekela,2014,5.5,21.0
Pekela,2015,5.5,21.2
Pekela,2016,5.5,21.9
Pekela,2017,5.5,22.5
Pekela,2018,5.5,22.8
Pekela,2019,5.5,23.8
Pekela,2020,5.5,24.8
Pekela,2021,5.6,25.7
Pijnacker-Nootdorp,2012,18.9,27.5
Pijnacker-Nootdorp,2013,19.1,27.9
Pijnacker-Nootdorp,2014,19.4,28.7
Pijnacker-Nootdorp,2015,19.5,29.4
Pijnacker-Nootdorp,2016,19.9,30.6
Pijnacker-Nootdorp,2017,20.2,31.3
Pijnacker-Nootdorp,2018,20.6,31.9
Pijnacker-Nootdorp,2019,21.0,33.4
Pijnacker-Nootdorp,2020,21.4,34.8
Pijnacker-Nootdorp,2021,21.5,36.5
Purmerend,2012,37.9,24.1
Purmerend,2013,38.2,24.3
Purmerend,2014,38.5,24.9
Purmerend,2015,38.8,25.3
Purmerend,2016,39.1,26.2
Purmerend,2017,39.3,26.9
Purmerend,2018,39.5,27.2
Purmerend,2019,39.7,28.7
Purmerend,2020,40.5,29.7
Purmerend,2021,40.8,30.7
Putten,2012,9.2,24.3
Putten,2013,9.3,24.5
Putten,2014,9.3,25.2
Putten,2015,9.8,25.2
Putten,2016,9.8,26.3
Putten,2017,9.7,27.1
Putten,2018,9.7,27.8
Putten,2019,9.6,29.4
Putten,2020,9.6,30.2
Putten,2021,9.7,31.6
Raalte,2012,14.6,24.1
Raalte,2013,14.7,24.4
Raalte,2014,14.8,25.1
Raalte,2015,15.0,25.4
Raalte,2016,15.0,26.4
Raalte,2017,15.1,27.1
Raalte,2018,15.3,27.5
Raalte,2019,15.5,28.6
Raalte,2020,15.7,30.0
Raalte,2021,15.8,31.4
Reimerswaal,2012,8.3,22.8
Reimerswaal,2013,8.4,23.1
Reimerswaal,2014,8.5,23.8
Reimerswaal,2015,8.5,24.2
Reimerswaal,2016,8.6,25.1
Reimerswaal,2017,8.7,25.5
Reimerswaal,2018,8.9,25.8
Reimerswaal,2019,9.0,27.1
Reimerswaal,2020,9.0,28.4
Reimerswaal,2021,9.1,29.7
Renkum,2012,14.0,25.5
Renkum,2013,14.0,25.6
Renkum,2014,14.0,26.2
Renkum,2015,14.2,26.6
Renkum,2016,14.2,27.5
Renkum,2017,14.4,28.0
Renkum,2018,14.4,28.4
Renkum,2019,14.4,29.7
Renkum,2020,14.5,30.9
Renkum,2021,14.6,32.6
Renswoude,2012,1.7,25.6
Renswoude,2013,1.8,25.5
Renswoude,2014,1.8,26.5
Renswoude,2015,1.8,26.9
Renswoude,2016,1.9,27.8
Renswoude,2017,1.9,29.1
Renswoude,2018,2.0,29.6
Renswoude,2019,2.0,30.8
Renswoude,2020,2.1,32.5
Renswoude,2021,2.1,33.8
Reusel-De Mierden,2012,5.0,25.5
Reusel-De Mierden,2013,5.0,25.8
Reusel-De Mierden,2014,5.1,26.4
Reusel-De Mierden,2015,5.2,26.7
Reusel-De Mierden,2016,5.2,27.9
Reusel-De Mierden,2017,5.3,28.6
Reusel-De Mierden,2018,5.4,29.0
Reusel-De Mierden,2019,5.4,30.2
Reusel-De Mierden,2020,5.5,31.0
Reusel-De Mierden,2021,5.5,32.4
Rheden,2012,20.2,22.7
Rheden,2013,20.4,22.8
Rheden,2014,20.5,23.5
Rheden,2015,20.6,23.8
Rheden,2016,20.6,24.5
Rheden,2017,20.7,25.1
Rheden,2018,20.6,25.6
Rheden,2019,20.7,26.7
Rheden,2020,20.9,27.7
Rheden,2021,20.9,28.9
Rhenen,2012,7.6,24.4
Rhenen,2013,7.6,24.5
Rhenen,2014,7.7,25.0
Rhenen,2015,7.8,25.4
Rhenen,2016,7.9,26.4
Rhenen,2017,8.0,27.1
Rhenen,2018,8.1,27.4
Rhenen,2019,8.2,28.8
Rhenen,2020,8.3,30.2
Rhenen,2021,8.3,31.7
Ridderkerk,2012,20.1,23.7
Ridderkerk,2013,20.3,23.8
Ridderkerk,2014,20.3,24.4
Ridderkerk,2015,20.3,24.6
Ridderkerk,2016,20.2,25.5
Ridderkerk,2017,20.4,26.1
Ridderkerk,2018,20.6,26.4
Ridderkerk,2019,20.7,27.8
Ridderkerk,2020,20.7,28.8
Ridderkerk,2021,20.9,29.9
Rijssen-Holten,2012,13.6,23.2
Rijssen-Holten,2013,13.7,23.4
Rijssen-Holten,2014,13.6,24.2
Rijssen-Holten,2015,13.8,24.5
Rijssen-Holten,2016,13.9,25.4
Rijssen-Holten,2017,14.0,26.0
Rijssen-Holten,2018,14.1,26.7
Rijssen-Holten,2019,14.3,28.1
Rijssen-Holten,2020,14.3,29.3
Rijssen-Holten,2021,14.4,30.7
Rijswijk,2012,23.7,23.9
Rijswijk,2013,23.9,23.9
Rijswijk,2014,23.8,24.5
Rijswijk,2015,24.2,24.7
Rijswijk,2016,24.7,25.4
Rijswijk,2017,25.3,25.9
Rijswijk,2018,25.5,26.6
Rijswijk,2019,25.9,28.0
Rijswijk,2020,26.2,29.1
Rijswijk,2021,26.6,30.2
Roerdalen,2012,9.1,24.2
Roerdalen,2013,9.1,24.5
Roerdalen,2014,9.1,25.2
Roerdalen,2015,9.1,25.6
Roerdalen,2016,9.1,26.4
Roerdalen,2017,9.2,26.8
Roerdalen,2018,9.2,27.0
Roerdalen,2019,9.3,28.3
Roerdalen,2020,9.3,29.5
Roerdalen,2021,9.4,30.7
Roermond,2012,26.0,21.7
Roermond,2013,26.4,21.8
Roermond,2014,26.5,22.4
Roermond,2015,26.8,22.7
Roermond,2016,27.0,23.5
Roermond,2017,27.3,24.2
Roermond,2018,27.5,24.6
Roermond,2019,27.8,25.8
Roermond,2020,27.8,26.8
Roermond,2021,28.1,28.0
De Ronde Venen,2012,17.6,27.3
De Ronde Venen,2013,17.7,27.5
De Ronde Venen,2014,17.8,28.2
De Ronde Venen,2015,17.8,28.7
De Ronde Venen,2016,17.9,29.7
De Ronde Venen,2017,18.1,30.5
De Ronde Venen,2018,18.5,30.9
De Ronde Venen,2019,18.8,32.4
De Ronde Venen,2020,19.0,33.4
De Ronde Venen,2021,19.2,34.8
Roosendaal,2012,33.8,23.3
Roosendaal,2013,33.8,23.5
Roosendaal,2014,33.7,24.1
Roosendaal,2015,33.9,24.5
Roosendaal,2016,34.1,25.1
Roosendaal,2017,34.3,25.7
Roosendaal,2018,34.5,26.1
Roosendaal,2019,34.8,27.4
Roosendaal,2020,35.0,28.3
Roosendaal,2021,35.3,29.6
Rotterdam,2012,305.0,19.4
Rotterdam,2013,305.3,19.4
Rotterdam,2014,304.1,19.9
Rotterdam,2015,307.8,20.2
Rotterdam,2016,310.7,20.9
Rotterdam,2017,313.2,21.5
Rotterdam,2018,315.4,22.1
Rotterdam,2019,318.0,23.4
Rotterdam,2020,321.0,24.4
Rotterdam,2021,322.2,25.6
Rucphen,2012,9.3,23.6
Rucphen,2013,9.4,23.7
Rucphen,2014,9.4,24.4
Rucphen,2015,9.5,24.6
Rucphen,2016,9.5,25.5
Rucphen,2017,9.6,26.0
Rucphen,2018,9.6,26.5
Rucphen,2019,9.7,27.7
Rucphen,2020,9.9,28.8
Rucphen,2021,10.0,30.1
Schagen,2012,19.6,24.6
Schagen,2013,19.6,24.8
Schagen,2014,19.7,25.5
Schagen,2015,19.9,26.0
Schagen,2016,19.9,26.9
Schagen,2017,20.0,27.5
Schagen,2018,20.2,27.9
Schagen,2019,20.4,29.2
Schagen,2020,20.5,30.3
Schagen,2021,20.5,31.6
Scherpenzeel,2012,3.6,25.2
Scherpenzeel,2013,3.6,25.4
Scherpenzeel,2014,3.6,25.9
Scherpenzeel,2015,3.7,26.5
Scherpenzeel,2016,3.7,27.7
Scherpenzeel,2017,3.8,28.0
Scherpenzeel,2018,3.9,28.9
Scherpenzeel,2019,3.9,30.4
Scherpenzeel,2020,4.0,31.3
Scherpenzeel,2021,4.1,32.6
Schiedam,2012,35.3,21.4
Schiedam,2013,35.3,21.5
Schiedam,2014,35.3,22.0
Schiedam,2015,35.7,22.2
Schiedam,2016,35.9,23.1
Schiedam,2017,36.3,23.7
Schiedam,2018,36.5,24.3
Schiedam,2019,36.5,25.7
Schiedam,2020,36.9,26.8
Schiedam,2021,37.2,28.1
Schouwen-Duiveland,2012,15.1,24.1
Schouwen-Duiveland,2013,15.1,24.4
Schouwen-Duiveland,2014,15.2,25.0
Schouwen-Duiveland,2015,15.3,25.3
Schouwen-Duiveland,2016,15.2,26.2
Schouwen-Duiveland,2017,15.3,26.8
Schouwen-Duiveland,2018,15.2,27.3
Schouwen-Duiveland,2019,15.4,28.6
Schouwen-Duiveland,2020,15.5,29.5
Schouwen-Duiveland,2021,15.7,30.9
Simpelveld,2012,4.8,23.3
Simpelveld,2013,4.8,23.3
Simpelveld,2014,4.9,24.0
Simpelveld,2015,4.9,24.4
Simpelveld,2016,4.9,25.1
Simpelveld,2017,4.9,25.6
Simpelveld,2018,4.9,26.0
Simpelveld,2019,4.9,27.0
Simpelveld,2020,4.9,28.0
Simpelveld,2021,4.9,29.1
Sint-Michielsgestel,2012,11.1,26.1
Sint-Michielsgestel,2013,11.1,26.3
Sint-Michielsgestel,2014,11.3,27.2
Sint-Michielsgestel,2015,11.5,27.6
Sint-Michielsgestel,2016,11.5,28.8
Sint-Michielsgestel,2017,11.6,29.6
Sint-Michielsgestel,2018,11.7,30.0
Sint-Michielsgestel,2019,11.9,31.6
Sint-Michielsgestel,2020,12.0,32.8
Sint-Michielsgestel,2021,12.1,34.3
Sittard-Geleen,2012,43.7,22.1
Sittard-Geleen,2013,43.9,22.3
Sittard-Geleen,2014,43.9,22.9
Sittard-Geleen,2015,44.3,23.2
Sittard-Geleen,2016,44.4,24.0
Sittard-Geleen,2017,44.7,24.6
Sittard-Geleen,2018,44.7,25.0
Sittard-Geleen,2019,45.0,26.0
Sittard-Geleen,2020,44.9,27.1
Sittard-Geleen,2021,44.8,28.1
Sliedrecht,2012,9.9,23.3
Sliedrecht,2013,10.0,23.3
Sliedrecht,2014,10.1,24.0
Sliedrecht,2015,10.2,24.4
Sliedrecht,2016,10.2,25.1
Sliedrecht,2017,10.3,25.7
Sliedrecht,2018,10.3,26.2
Sliedrecht,2019,10.3,27.6
Sliedrecht,2020,10.4,28.7
Sliedrecht,2021,10.6,29.9
Sluis,2012,11.2,23.6
Sluis,2013,11.2,23.7
Sluis,2014,11.1,24.5
Sluis,2015,11.2,24.6
Sluis,2016,11.2,25.4
Sluis,2017,11.2,25.6
Sluis,2018,11.2,26.0
Sluis,2019,11.2,27.1
Sluis,2020,11.2,28.1
Sluis,2021,11.2,29.3
Smallingerland,2012,24.1,21.5
Smallingerland,2013,24.2,21.6
Smallingerland,2014,24.1,22.4
Smallingerland,2015,24.2,22.8
Smallingerland,2016,24.2,23.8
Smallingerland,2017,24.5,24.3
Smallingerland,2018,24.7,24.7
